file_path	identifier	git_commit_date
literature_mining/outputs/archive/experiments/morphology_gpt-4o_20251030_180642.yaml	31572776	2025-10-30
literature_mining/outputs/chemical_utilization_gpt-4o_20251030_162000.yaml	31572776	2025-10-30
literature_mining/outputs/growth_conditions_gpt-4o_20251030_142703.yaml	31572776	2025-10-30
literature_mining/outputs/morphology_gpt-4o_20251030_180642.yaml	31572776	2025-10-30
literature_mining/outputs/archive/experiments/morphology_gpt-4o_20251030_180642.yaml	31911466	2025-10-30
literature_mining/outputs/chemical_utilization_gpt-4o_20251030_162000.yaml	31911466	2025-10-30
literature_mining/outputs/growth_conditions_gpt-4o_20251030_142703.yaml	31911466	2025-10-30
literature_mining/outputs/morphology_gpt-4o_20251030_180642.yaml	31911466	2025-10-30
literature_mining/outputs/archive/experiments/morphology_gpt-4o_20251030_180642.yaml	32366463	2025-10-30
literature_mining/outputs/chemical_utilization_gpt-4o_20251030_162000.yaml	32366463	2025-10-30
literature_mining/outputs/growth_conditions_gpt-4o_20251030_142703.yaml	32366463	2025-10-30
literature_mining/outputs/morphology_gpt-4o_20251030_180642.yaml	32366463	2025-10-30
literature_mining/outputs/archive/experiments/morphology_gpt-4o_20251030_180642.yaml	32686425	2025-10-30
literature_mining/outputs/chemical_utilization_gpt-4o_20251030_162000.yaml	32686425	2025-10-30
literature_mining/outputs/growth_conditions_gpt-4o_20251030_142703.yaml	32686425	2025-10-30
literature_mining/outputs/morphology_gpt-4o_20251030_180642.yaml	32686425	2025-10-30
literature_mining/outputs/archive/experiments/morphology_gpt-4o_20251030_180642.yaml	33629832	2025-10-30
literature_mining/outputs/chemical_utilization_gpt-4o_20251030_162000.yaml	33629832	2025-10-30
literature_mining/outputs/growth_conditions_gpt-4o_20251030_142703.yaml	33629832	2025-10-30
literature_mining/outputs/morphology_gpt-4o_20251030_180642.yaml	33629832	2025-10-30
literature_mining/outputs/archive/experiments/morphology_gpt-4o_20251030_180642.yaml	35875576	2025-10-30
literature_mining/outputs/chemical_utilization_gpt-4o_20251030_162000.yaml	35875576	2025-10-30
literature_mining/outputs/growth_conditions_gpt-4o_20251030_142703.yaml	35875576	2025-10-30
literature_mining/outputs/morphology_gpt-4o_20251030_180642.yaml	35875576	2025-10-30
literature_mining/outputs/archive/experiments/morphology_gpt-4o_20251030_180642.yaml	36719530	2025-10-30
literature_mining/outputs/biochemical_base_fullcorpus_gpt4o_t00_20251031_231715.yaml	36719530	2025-11-01
literature_mining/outputs/biochemical_hybrid_fullcorpus_gpt4o_t00_20251031_232234.yaml	36719530	2025-11-01
literature_mining/outputs/chemical_utilization_gpt-4o_20251030_162000.yaml	36719530	2025-10-30
literature_mining/outputs/chemical_utilization_hybrid_fullcorpus_gpt4o_t00_20251031_221515.yaml	36719530	2025-11-01
literature_mining/outputs/cmm_fullcorpus_gpt4o_t00_20251031_193935.yaml	36719530	2025-11-01
literature_mining/outputs/growth_conditions_gpt-4o_20251030_142703.yaml	36719530	2025-10-30
literature_mining/outputs/growth_conditions_hybrid_fullcorpus_gpt4o_t00_20251031_215409.yaml	36719530	2025-11-01
literature_mining/outputs/morphology_fullcorpus_gpt4o_t00_20251031.yaml	36719530	2025-11-01
literature_mining/outputs/morphology_gpt-4o_20251030_180642.yaml	36719530	2025-10-30
literature_mining/outputs/archive/experiments/morphology_gpt-4o_20251030_180642.yaml	36926689	2025-10-30
literature_mining/outputs/chemical_utilization_gpt-4o_20251030_162000.yaml	36926689	2025-10-30
literature_mining/outputs/growth_conditions_gpt-4o_20251030_142703.yaml	36926689	2025-10-30
literature_mining/outputs/morphology_gpt-4o_20251030_180642.yaml	36926689	2025-10-30
literature_mining/outputs/annotator_comparison_standard/metpo/37170873-metpo.yaml	37170873	2025-11-10
literature_mining/outputs/annotator_comparison_standard/micro/37170873-micro.yaml	37170873	2025-11-10
literature_mining/outputs/annotator_comparison_standard/omp/37170873-omp.yaml	37170873	2025-11-10
literature_mining/outputs/annotator_comparison_standard/pato/37170873-pato.yaml	37170873	2025-11-10
literature_mining/outputs/icbo_examples/37170873-chemical.yaml	37170873	2025-11-10
literature_mining/outputs/icbo_examples/37170873-phenotype.yaml	37170873	2025-11-10
literature_mining/outputs/icbo_examples/old/37170873-phenotype.yaml	37170873	2025-11-10
literature_mining/outputs/archive/experiments/morphology_gpt-4o_20251030_180642.yaml	37259003	2025-10-30
literature_mining/outputs/chemical_utilization_gpt-4o_20251030_162000.yaml	37259003	2025-10-30
literature_mining/outputs/growth_conditions_gpt-4o_20251030_142703.yaml	37259003	2025-10-30
literature_mining/outputs/morphology_gpt-4o_20251030_180642.yaml	37259003	2025-10-30
literature_mining/outputs/archive/experiments/morphology_gpt-4o_20251030_180642.yaml	37901831	2025-10-30
literature_mining/outputs/chemical_utilization_gpt-4o_20251030_162000.yaml	37901831	2025-10-30
literature_mining/outputs/growth_conditions_gpt-4o_20251030_142703.yaml	37901831	2025-10-30
literature_mining/outputs/morphology_gpt-4o_20251030_180642.yaml	37901831	2025-10-30
literature_mining/outputs/archive/experiments/morphology_gpt-4o_20251030_180642.yaml	38055772	2025-10-30
literature_mining/outputs/chemical_utilization_gpt-4o_20251030_162000.yaml	38055772	2025-10-30
literature_mining/outputs/growth_conditions_gpt-4o_20251030_142703.yaml	38055772	2025-10-30
literature_mining/outputs/morphology_gpt-4o_20251030_180642.yaml	38055772	2025-10-30
literature_mining/outputs/archive/experiments/morphology_gpt-4o_20251030_180642.yaml	38150661	2025-10-30
literature_mining/outputs/chemical_utilization_gpt-4o_20251030_162000.yaml	38150661	2025-10-30
literature_mining/outputs/growth_conditions_gpt-4o_20251030_142703.yaml	38150661	2025-10-30
literature_mining/outputs/morphology_gpt-4o_20251030_180642.yaml	38150661	2025-10-30
literature_mining/outputs/archive/experiments/morphology_gpt-4o_20251030_180642.yaml	38269599	2025-10-30
literature_mining/outputs/biochemical_base_fullcorpus_gpt4o_t00_20251031_231715.yaml	38269599	2025-11-01
literature_mining/outputs/biochemical_hybrid_fullcorpus_gpt4o_t00_20251031_232234.yaml	38269599	2025-11-01
literature_mining/outputs/chemical_utilization_gpt-4o_20251030_162000.yaml	38269599	2025-10-30
literature_mining/outputs/chemical_utilization_hybrid_fullcorpus_gpt4o_t00_20251031_221515.yaml	38269599	2025-11-01
literature_mining/outputs/cmm_fullcorpus_gpt4o_t00_20251031_193935.yaml	38269599	2025-11-01
literature_mining/outputs/growth_conditions_gpt-4o_20251030_142703.yaml	38269599	2025-10-30
literature_mining/outputs/growth_conditions_hybrid_fullcorpus_gpt4o_t00_20251031_215409.yaml	38269599	2025-11-01
literature_mining/outputs/morphology_fullcorpus_gpt4o_t00_20251031.yaml	38269599	2025-11-01
literature_mining/outputs/morphology_gpt-4o_20251030_180642.yaml	38269599	2025-10-30
literature_mining/outputs/archive/experiments/morphology_gpt-4o_20251030_180642.yaml	38652005	2025-10-30
literature_mining/outputs/chemical_utilization_gpt-4o_20251030_162000.yaml	38652005	2025-10-30
literature_mining/outputs/growth_conditions_gpt-4o_20251030_142703.yaml	38652005	2025-10-30
literature_mining/outputs/morphology_gpt-4o_20251030_180642.yaml	38652005	2025-10-30
literature_mining/outputs/biochemical_base_fullcorpus_gpt4o_t00_20251031_231715.yaml	40328142	2025-11-01
literature_mining/outputs/biochemical_hybrid_fullcorpus_gpt4o_t00_20251031_232234.yaml	40328142	2025-11-01
literature_mining/outputs/chemical_utilization_hybrid_fullcorpus_gpt4o_t00_20251031_221515.yaml	40328142	2025-11-01
literature_mining/outputs/cmm_fullcorpus_gpt4o_t00_20251031_193935.yaml	40328142	2025-11-01
literature_mining/outputs/growth_conditions_hybrid_fullcorpus_gpt4o_t00_20251031_215409.yaml	40328142	2025-11-01
literature_mining/outputs/morphology_fullcorpus_gpt4o_t00_20251031.yaml	40328142	2025-11-01
literature_mining/outputs/archive/experiments/morphology_gpt-4o_20251030_180642.yaml	7656012	2025-10-30
literature_mining/outputs/chemical_utilization_gpt-4o_20251030_162000.yaml	7656012	2025-10-30
literature_mining/outputs/growth_conditions_gpt-4o_20251030_142703.yaml	7656012	2025-10-30
literature_mining/outputs/morphology_gpt-4o_20251030_180642.yaml	7656012	2025-10-30
literature_mining/outputs/archive/experiments/morphology_gpt-4o_20251030_180642.yaml	7735834	2025-10-30
literature_mining/outputs/chemical_utilization_gpt-4o_20251030_162000.yaml	7735834	2025-10-30
literature_mining/outputs/growth_conditions_gpt-4o_20251030_142703.yaml	7735834	2025-10-30
literature_mining/outputs/morphology_gpt-4o_20251030_180642.yaml	7735834	2025-10-30
literature_mining/outputs/archive/experiments/morphology_gpt-4o_20251030_180642.yaml	9168622	2025-10-30
literature_mining/outputs/chemical_utilization_gpt-4o_20251030_162000.yaml	9168622	2025-10-30
literature_mining/outputs/growth_conditions_gpt-4o_20251030_142703.yaml	9168622	2025-10-30
literature_mining/outputs/morphology_gpt-4o_20251030_180642.yaml	9168622	2025-10-30
literature_mining/outputs/archive/experiments/morphology_hybrid_gpt4o_t00_20251031_202849.yaml	921635	2025-11-01
literature_mining/outputs/archive/experiments/morphology_v2_gpt4o_t00_20251031.yaml	921635	2025-11-01
literature_mining/outputs/archive/experiments/morphology_v3_gpt4o_t00_20251031.yaml	921635	2025-11-01
literature_mining/outputs/archive/experiments/morphology_v4_gpt4o_t00_20251031.yaml	921635	2025-11-01
literature_mining/outputs/archive/superseded/fullpaper_prototype_chemical_20251031_151234.yaml	921635	2025-11-01
literature_mining/outputs/archive/superseded/fullpaper_prototype_chemical_enhanced_20251031_180125.yaml	921635	2025-11-01
literature_mining/outputs/archive/superseded/fullpaper_prototype_chemical_v2_20251031_160738.yaml	921635	2025-11-01
literature_mining/outputs/archive/superseded/fullpaper_prototype_chemical_v3_20251031_163102.yaml	921635	2025-11-01
literature_mining/outputs/biochemical_hybrid_fullcorpus_gpt4o_t00_20251031_232234.yaml	921635	2025-11-01
literature_mining/outputs/growth_conditions_hybrid_gpt4o_t00_20251031_212526.yaml	921635	2025-11-01
literature_mining/outputs/growth_conditions_hybrid_gpt4o_t00_20251031_213345.yaml	921635	2025-11-01
literature_mining/outputs/morphology_fullcorpus_gpt4o_t00_20251031.yaml	921635	2025-11-01
literature_mining/outputs/morphology_test_gpt4o_t00_20251031_201811.yaml	921635	2025-11-01
